Geolocation,Major Occupation,year,quarter,Female,Male
NCR,Plant and Machine Operators and Assemblers,2020,Q3,27.231,508.196
REGION VIII,Technicians and Associate Professionals,2018,Q3,27.22,26.2
MIMAROPA REGION,Clerical Support Workers,2019,Q2,27.157,14.817
REGION VII,Plant and Machine Operators and Assemblers,2018,Q2,27.139,152.801
MIMAROPA REGION,Clerical Support Workers,2019,Q1,27.127,18.249
CARAGA,Clerical Support Workers,2021,Q3,27.049000000000003,22.21766666666667
MIMAROPA REGION,Professionals,2020,Q2,27.036,12.357
REGION VI,Craft and Related Trades Workers,2021,Q3,26.984333333333336,128.738
BARMM,Professionals,2018,Q4,26.918,7.226
MIMAROPA REGION,Clerical Support Workers,2021,Q2,26.833333333333332,19.604666666666667
REGION IX,Clerical Support Workers,2020,Q3,26.823,26.16
MIMAROPA REGION,Clerical Support Workers,2019,Q4,26.812,14.659
NCR,Plant and Machine Operators and Assemblers,2018,Q2,26.759,393.816
REGION X,Managers,2021,Q1,26.68433333333333,57.416333333333334
REGION V,Craft and Related Trades Workers,2020,Q2,26.671,78.581
REGION VIII,Technicians and Associate Professionals,2018,Q1,26.648,19.734
CAR,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,26.633,140.58
REGION I,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,26.590999999999998,161.56
REGION II,Clerical Support Workers,2020,Q4,26.587,12.718
MIMAROPA REGION,Clerical Support Workers,2018,Q1,26.567,12.721
REGION XII,Technicians and Associate Professionals,2018,Q4,26.557,20.895
REGION XII,Technicians and Associate Professionals,2019,Q2,26.547,15.009
REGION VII,Plant and Machine Operators and Assemblers,2021,Q4,26.44966666666667,176.51533333333336
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,26.338666666666665,139.51233333333332
REGION X,Technicians and Associate Professionals,2019,Q2,26.282,27.164
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2021,Q4,26.252,164.138
CARAGA,Clerical Support Workers,2018,Q4,26.122,16.959
REGION IX,Clerical Support Workers,2021,Q3,26.04733333333333,18.376666666666665
REGION II,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,25.987,214.24
CARAGA,Clerical Support Workers,2019,Q3,25.949,13.011
MIMAROPA REGION,Technicians and Associate Professionals,2019,Q4,25.836,13.788
REGION I,Technicians and Associate Professionals,2018,Q1,25.768,32.605
NCR,Plant and Machine Operators and Assemblers,2020,Q2,25.692,399.531
CAR,Clerical Support Workers,2021,Q4,25.604333333333333,15.662
CAR,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,25.575,131.86733333333333
REGION XI,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,25.572999999999997,273.01
CAR,Service and Sales Workers,2021,Q1,25.532999999999998,31.611666666666665
CARAGA,Clerical Support Workers,2019,Q2,25.446,14.452
CARAGA,Managers,2021,Q4,25.444999999999997,19.956333333333333
REGION V,Craft and Related Trades Workers,2018,Q3,25.441,139.626
REGION XII,Clerical Support Workers,2018,Q1,25.433,14.955
BARMM,Professionals,2018,Q2,25.408,8.825
REGION XII,Technicians and Associate Professionals,2019,Q4,25.392,19.64
REGION XII,Clerical Support Workers,2020,Q3,25.343,19.158
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,25.306,183.752
REGION I,Technicians and Associate Professionals,2020,Q4,25.281,25.944
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,25.276,159.976
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,25.239,139.179
REGION IX,Clerical Support Workers,2021,Q4,25.174333333333333,15.156
BARMM,Professionals,2019,Q4,25.139,6.005
REGION VII,Plant and Machine Operators and Assemblers,2020,Q2,25.134,162.706
REGION V,Craft and Related Trades Workers,2018,Q1,25.041,114.879
REGION II,Clerical Support Workers,2019,Q2,25.039,13.931
REGION X,Technicians and Associate Professionals,2020,Q2,25.015,25.892
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,24.864,168.71
MIMAROPA REGION,Professionals,2021,Q1,24.846333333333334,14.584666666666665
MIMAROPA REGION,Technicians and Associate Professionals,2018,Q4,24.833,18.859
REGION XII,Craft and Related Trades Workers,2018,Q1,24.798,92.142
REGION II,Clerical Support Workers,2020,Q2,24.793,15.998
REGION III,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,24.715,167.646
REGION XII,Technicians and Associate Professionals,2018,Q3,24.662,31.926
CARAGA,Clerical Support Workers,2018,Q3,24.655,15.626
MIMAROPA REGION,Managers,2021,Q4,24.501666666666665,50.43866666666667
REGION II,Technicians and Associate Professionals,2018,Q3,24.481,21.906
CARAGA,Clerical Support Workers,2021,Q1,24.242333333333335,12.508000000000001
MIMAROPA REGION,Clerical Support Workers,2020,Q2,24.152,13.638
BARMM,Professionals,2020,Q1,24.14,11.561
REGION XII,Clerical Support Workers,2020,Q2,24.132,14.778
NCR,Plant and Machine Operators and Assemblers,2021,Q2,23.995,445.11899999999997
BARMM,Professionals,2020,Q2,23.832,9.096
MIMAROPA REGION,Clerical Support Workers,2020,Q4,23.713,12.735
CAR,Clerical Support Workers,2021,Q3,23.621333333333336,13.211
CARAGA,Technicians and Associate Professionals,2020,Q3,23.444,24.584
BARMM,Skilled Agricultural Forestry and Fishery Workers,2020,Q2,23.411,292.875
REGION XII,Craft and Related Trades Workers,2018,Q3,23.41,93.997
REGION IX,Clerical Support Workers,2020,Q4,23.358,19.04
REGION IX,Clerical Support Workers,2019,Q4,23.329,21.379
REGION I,Technicians and Associate Professionals,2021,Q3,23.283,28.219333333333335
REGION II,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,23.215666666666667,296.1703333333333
REGION XII,Technicians and Associate Professionals,2020,Q2,23.201,14.625
BARMM,Professionals,2019,Q1,23.197,9.336
CARAGA,Clerical Support Workers,2019,Q4,23.194,13.182
CARAGA,Technicians and Associate Professionals,2019,Q2,23.12,19.647
REGION II,Technicians and Associate Professionals,2021,Q2,23.119,21.697666666666667
REGION I,Technicians and Associate Professionals,2019,Q1,23.106,21.436
CARAGA,Clerical Support Workers,2019,Q1,22.96,19.334
REGION X,Technicians and Associate Professionals,2020,Q4,22.911,28.26
REGION IX,Clerical Support Workers,2018,Q3,22.906,20.239
CARAGA,Technicians and Associate Professionals,2021,Q3,22.768666666666665,18.107333333333333
REGION III,Skilled Agricultural Forestry and Fishery Workers,2020,Q1,22.761,186.38
REGION III,Skilled Agricultural Forestry and Fishery Workers,2019,Q2,22.592,186.135
CARAGA,Clerical Support Workers,2020,Q2,22.585,13.379
REGION II,Clerical Support Workers,2018,Q2,22.581,25.459
REGION II,Clerical Support Workers,2018,Q1,22.576,15.859
REGION IX,Technicians and Associate Professionals,2020,Q2,22.524,6.519
REGION VII,Craft and Related Trades Workers,2021,Q1,22.50233333333333,261.15299999999996
MIMAROPA REGION,Clerical Support Workers,2021,Q4,22.471999999999998,14.045666666666667
BARMM,Professionals,2019,Q3,22.454,9.633
MIMAROPA REGION,Technicians and Associate Professionals,2018,Q2,22.452,19.023
REGION VII,Plant and Machine Operators and Assemblers,2021,Q1,22.340000000000003,174.02066666666667
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2019,Q3,22.328,140.565
REGION II,Technicians and Associate Professionals,2020,Q1,22.303,6.983
MIMAROPA REGION,Technicians and Associate Professionals,2021,Q2,22.301333333333332,20.232333333333333
REGION XII,Technicians and Associate Professionals,2018,Q1,22.244,23.164
REGION IX,Technicians and Associate Professionals,2019,Q1,22.24,24.404
REGION X,Technicians and Associate Professionals,2020,Q3,22.203,25.591
REGION III,Skilled Agricultural Forestry and Fishery Workers,2018,Q1,22.12,178.888
CAR,Professionals,2020,Q2,22.096,8.569
CAR,Clerical Support Workers,2021,Q2,22.005666666666666,5.936
CARAGA,Technicians and Associate Professionals,2019,Q1,21.975,14.326
REGION I,Craft and Related Trades Workers,2020,Q1,21.957,131.77
REGION IX,Technicians and Associate Professionals,2020,Q1,21.872,10.4
REGION V,Technicians and Associate Professionals,2021,Q1,21.805333333333333,34.03033333333333
REGION VI,Craft and Related Trades Workers,2021,Q2,21.799000000000003,145.171
REGION IVA,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,21.766,168.045
REGION XI,Technicians and Associate Professionals,2020,Q2,21.764,19.766
REGION II,Clerical Support Workers,2018,Q3,21.763,14.518
REGION X,Technicians and Associate Professionals,2018,Q1,21.706,31.465
CAR,Clerical Support Workers,2020,Q4,21.62,9.943
CAR,Clerical Support Workers,2019,Q3,21.578,12.732
REGION IX,Technicians and Associate Professionals,2021,Q3,21.573333333333334,21.835333333333335
CARAGA,Technicians and Associate Professionals,2018,Q3,21.552,18.417
REGION X,Craft and Related Trades Workers,2018,Q3,21.493,123.358
REGION IX,Professionals,2021,Q1,21.487,14.634333333333332
BARMM,Professionals,2018,Q3,21.41,6.881
REGION I,Craft and Related Trades Workers,2021,Q4,21.266000000000002,98.36766666666666
REGION XII,Technicians and Associate Professionals,2020,Q1,21.249,22.161
REGION IX,Technicians and Associate Professionals,2018,Q4,21.186,12.628
REGION XII,Craft and Related Trades Workers,2019,Q2,21.162,96.377
MIMAROPA REGION,Clerical Support Workers,2018,Q3,21.145,17.644
REGION VI,Craft and Related Trades Workers,2018,Q4,21.087,149.408
CARAGA,Clerical Support Workers,2018,Q1,21.031,14.264
CARAGA,Clerical Support Workers,2021,Q2,20.890666666666664,19.472333333333335
CARAGA,Clerical Support Workers,2021,Q4,20.840666666666667,17.155666666666665
REGION II,Technicians and Associate Professionals,2020,Q4,20.702,15.792
CARAGA,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,20.680333333333333,164.164
REGION XII,Technicians and Associate Professionals,2020,Q3,20.642,20.791
REGION IX,Technicians and Associate Professionals,2019,Q4,20.488,12.409
REGION VIII,Technicians and Associate Professionals,2021,Q1,20.473333333333333,26.896999999999995
MIMAROPA REGION,Clerical Support Workers,2019,Q3,20.47,14.784
CARAGA,Technicians and Associate Professionals,2018,Q2,20.46,26.309
REGION II,Technicians and Associate Professionals,2019,Q3,20.392,15.56
MIMAROPA REGION,Clerical Support Workers,2018,Q2,20.379,11.136
REGION I,Technicians and Associate Professionals,2020,Q3,20.374,25.655
REGION VI,Craft and Related Trades Workers,2019,Q3,20.308,132.887
REGION XII,Technicians and Associate Professionals,2021,Q3,20.294666666666668,25.848666666666663
REGION XII,Craft and Related Trades Workers,2019,Q4,20.273,102.414
REGION II,Skilled Agricultural Forestry and Fishery Workers,2019,Q1,20.129,223.26
REGION II,Clerical Support Workers,2019,Q3,20.103,12.152
REGION XII,Craft and Related Trades Workers,2020,Q1,20.09,92.005
REGION II,Technicians and Associate Professionals,2019,Q4,20.088,15.131
REGION III,Skilled Agricultural Forestry and Fishery Workers,2018,Q3,19.975,144.578
MIMAROPA REGION,Craft and Related Trades Workers,2021,Q4,19.920666666666666,56.46933333333334
REGION IX,Technicians and Associate Professionals,2020,Q3,19.9,7.608
BARMM,Craft and Related Trades Workers,2021,Q3,19.89633333333333,45.435
MIMAROPA REGION,Technicians and Associate Professionals,2021,Q3,19.871666666666666,19.408333333333335
REGION V,Craft and Related Trades Workers,2020,Q3,19.864,132.647
CARAGA,Technicians and Associate Professionals,2019,Q4,19.858,14.062
REGION VII,Plant and Machine Operators and Assemblers,2021,Q3,19.78,194.97266666666667
REGION IX,Technicians and Associate Professionals,2019,Q3,19.769,19.392
BARMM,Professionals,2018,Q1,19.621,4.857
REGION XII,Craft and Related Trades Workers,2021,Q2,19.586666666666666,85.53699999999999
REGION IX,Clerical Support Workers,2019,Q2,19.549,16.988
CAR,Service and Sales Workers,2020,Q2,19.492,19.909
NCR,Plant and Machine Operators and Assemblers,2021,Q1,19.482666666666667,452.24500000000006
REGION X,Technicians and Associate Professionals,2021,Q4,19.28633333333333,30.51533333333333
MIMAROPA REGION,Technicians and Associate Professionals,2019,Q1,19.282,17.074
REGION IX,Clerical Support Workers,2019,Q3,19.257,24.913
CARAGA,Technicians and Associate Professionals,2019,Q3,19.242,17.773
CAR,Clerical Support Workers,2019,Q4,19.165,14.902
REGION IX,Clerical Support Workers,2018,Q1,19.164,18.843
REGION XII,Craft and Related Trades Workers,2020,Q4,19.092,97.142
REGION XII,Craft and Related Trades Workers,2018,Q2,19.048,87.493
REGION VIII,Craft and Related Trades Workers,2019,Q4,19.022,93.425
CARAGA,Clerical Support Workers,2020,Q1,18.886,15.262
REGION XII,Technicians and Associate Professionals,2021,Q2,18.875333333333334,21.246
REGION II,Clerical Support Workers,2021,Q1,18.781000000000002,20.118
CAR,Clerical Support Workers,2018,Q1,18.751,11.648
CARAGA,Technicians and Associate Professionals,2020,Q4,18.747,20.101
REGION IX,Technicians and Associate Professionals,2021,Q4,18.724,14.406333333333334
MIMAROPA REGION,Technicians and Associate Professionals,2020,Q4,18.669,13.166
CARAGA,Technicians and Associate Professionals,2020,Q2,18.637,12.707
CARAGA,Technicians and Associate Professionals,2021,Q2,18.56266666666667,19.558666666666667
BARMM,Professionals,2019,Q2,18.479,8.596
REGION II,Technicians and Associate Professionals,2018,Q1,18.448,15.607
CARAGA,Technicians and Associate Professionals,2020,Q1,18.447,19.098
REGION VI,Craft and Related Trades Workers,2020,Q4,18.436,136.491
REGION VII,Plant and Machine Operators and Assemblers,2020,Q4,18.409,173.561
CAR,Clerical Support Workers,2019,Q1,18.364,8.769
REGION IX,Technicians and Associate Professionals,2018,Q3,18.342,22.782
MIMAROPA REGION,Technicians and Associate Professionals,2019,Q2,18.278,19.21
REGION IX,Clerical Support Workers,2018,Q2,18.236,16.767
CAR,Clerical Support Workers,2018,Q3,18.207,8.263
REGION VI,Craft and Related Trades Workers,2019,Q4,18.13,140.583
REGION III,Skilled Agricultural Forestry and Fishery Workers,2021,Q3,18.08366666666667,234.938
BARMM,Professionals,2020,Q3,18.037,6.353
REGION IX,Technicians and Associate Professionals,2018,Q2,17.919,15.59
CARAGA,Technicians and Associate Professionals,2018,Q4,17.834,20.597
REGION III,Skilled Agricultural Forestry and Fishery Workers,2020,Q3,17.828,229.558
REGION VI,Craft and Related Trades Workers,2018,Q1,17.812,158.367
REGION II,Technicians and Associate Professionals,2018,Q2,17.712,12.13
CARAGA,Clerical Support Workers,2020,Q4,17.627,15.776
REGION XII,Craft and Related Trades Workers,2020,Q3,17.564,106.878
MIMAROPA REGION,Technicians and Associate Professionals,2020,Q2,17.548,11.634
REGION XII,Craft and Related Trades Workers,2021,Q3,17.521333333333335,83.30733333333335
REGION V,Craft and Related Trades Workers,2021,Q2,17.515,111.38166666666666
REGION VIII,Craft and Related Trades Workers,2020,Q2,17.485,63.614
MIMAROPA REGION,Technicians and Associate Professionals,2020,Q3,17.419,14.535
REGION II,Technicians and Associate Professionals,2019,Q1,17.211,10.016
MIMAROPA REGION,Clerical Support Workers,2021,Q1,17.185333333333332,18.771
REGION I,Craft and Related Trades Workers,2018,Q2,17.123,138.843
BARMM,Professionals,2021,Q1,16.748666666666665,11.422333333333333
CARAGA,Technicians and Associate Professionals,2021,Q1,16.69666666666667,15.948666666666668
PHILIPPINES,Armed Forces Occupations,2020,Q3,16.659,120.48
REGION IX,Clerical Support Workers,2020,Q2,16.627,9.989
CARAGA,Technicians and Associate Professionals,2018,Q1,16.612,17.311
REGION III,Skilled Agricultural Forestry and Fishery Workers,2019,Q4,16.556,203.901
MIMAROPA REGION,Clerical Support Workers,2020,Q3,16.502,16.357
CAR,Technicians and Associate Professionals,2020,Q4,16.496,11.301
REGION VIII,Craft and Related Trades Workers,2021,Q3,16.464666666666666,107.09433333333334
CAR,Technicians and Associate Professionals,2019,Q1,16.415,11.026
REGION X,Craft and Related Trades Workers,2021,Q2,16.387666666666664,110.62533333333333
BARMM,Clerical Support Workers,2021,Q4,16.386,10.478
REGION VIII,Craft and Related Trades Workers,2021,Q2,16.358666666666668,87.06133333333332
REGION I,Technicians and Associate Professionals,2021,Q1,16.298000000000002,34.718333333333334
REGION IX,Clerical Support Workers,2019,Q1,16.256,13.911
REGION XII,Craft and Related Trades Workers,2018,Q4,16.179,96.775
CARAGA,Technicians and Associate Professionals,2021,Q4,16.112666666666666,17.686666666666667
REGION I,Technicians and Associate Professionals,2021,Q4,15.867333333333335,22.858999999999998
REGION X,Technicians and Associate Professionals,2021,Q1,15.792666666666667,33.97566666666666
CAR,Clerical Support Workers,2019,Q2,15.615,6.885
CAR,Technicians and Associate Professionals,2018,Q4,15.603,12.062
REGION XI,Technicians and Associate Professionals,2021,Q1,15.584333333333333,31.90433333333333
CAR,Clerical Support Workers,2018,Q2,15.545,8.749
REGION IX,Technicians and Associate Professionals,2021,Q2,15.475999999999999,20.143
REGION IX,Technicians and Associate Professionals,2020,Q4,15.269,16.543
REGION X,Craft and Related Trades Workers,2020,Q3,15.219,110.292
REGION II,Technicians and Associate Professionals,2021,Q4,15.081000000000001,19.503333333333334
CAR,Technicians and Associate Professionals,2019,Q4,14.981,15.367
CAR,Technicians and Associate Professionals,2021,Q2,14.970333333333334,14.145333333333333
REGION I,Craft and Related Trades Workers,2019,Q3,14.798,154.656
REGION X,Craft and Related Trades Workers,2019,Q2,14.753,122.969
REGION II,Technicians and Associate Professionals,2018,Q4,14.595,15.321
REGION III,Skilled Agricultural Forestry and Fishery Workers,2021,Q1,14.562,229.78066666666666
CAR,Clerical Support Workers,2020,Q1,14.54,6.331
REGION VI,Craft and Related Trades Workers,2020,Q3,14.512,136.629
REGION VI,Craft and Related Trades Workers,2020,Q2,14.445,90.226
CAR,Technicians and Associate Professionals,2019,Q3,14.328,9.852
REGION I,Craft and Related Trades Workers,2020,Q4,14.27,110.166
REGION VI,Craft and Related Trades Workers,2020,Q1,13.95,145.623
CAR,Technicians and Associate Professionals,2019,Q2,13.91,13.572
BARMM,Craft and Related Trades Workers,2021,Q1,13.905333333333331,49.49633333333333
CAR,Clerical Support Workers,2020,Q3,13.881,6.233
